,released,year,age,sex,employed,citizen,checks
2959,Yes,2001,23,Male,Yes,Yes,2
2960,Yes,2000,36,Female,Yes,Yes,0
2961,Yes,1999,20,Male,No,No,2
2962,No,1999,33,Male,No,No,0
2963,Yes,1999,13,Male,Yes,Yes,0
2964,Yes,1997,16,Male,Yes,No,0
2965,Yes,1998,23,Male,Yes,Yes,3
2966,Yes,2000,20,Female,Yes,Yes,1
2967,Yes,2001,40,Male,Yes,Yes,0
2968,No,1999,16,Male,Yes,Yes,5
2969,Yes,2001,31,Male,Yes,Yes,3
2970,Yes,2002,18,Male,Yes,Yes,2
2971,Yes,2000,17,Male,Yes,Yes,1
2972,Yes,2000,25,Male,Yes,Yes,4
2973,Yes,2001,16,Female,Yes,Yes,1
2974,Yes,1999,21,Male,Yes,Yes,0
2975,Yes,1999,28,Male,No,Yes,4
2976,No,2000,19,Male,Yes,Yes,4
2977,Yes,1998,23,Male,Yes,Yes,2
2978,Yes,2001,25,Male,Yes,Yes,0
2979,Yes,2001,16,Male,Yes,Yes,4
2980,No,2001,20,Female,Yes,Yes,0
2981,Yes,2000,23,Male,Yes,Yes,2
2982,Yes,2000,44,Female,Yes,Yes,1
2983,Yes,2001,17,Male,Yes,Yes,0
2984,Yes,2001,15,Male,Yes,Yes,0
2985,No,1999,21,Male,Yes,Yes,2
2986,Yes,2001,14,Male,Yes,Yes,0
2987,Yes,1997,37,Male,Yes,Yes,0
2988,No,2002,27,Male,Yes,No,4
2989,No,1998,26,Male,Yes,Yes,4
2990,Yes,2000,20,Male,Yes,Yes,0
2991,Yes,1999,25,Male,Yes,Yes,0
2992,No,2001,19,Male,No,Yes,3
2993,Yes,1998,39,Female,No,Yes,2
2994,Yes,2001,18,Male,Yes,Yes,2
2995,Yes,1999,16,Male,Yes,Yes,0
2996,Yes,1997,15,Male,Yes,No,2
2997,Yes,1999,20,Male,Yes,Yes,2
2998,No,1998,21,Male,Yes,Yes,0
2999,No,2000,36,Male,Yes,No,3
3000,No,1999,19,Male,Yes,Yes,1
3001,Yes,2001,14,Male,Yes,Yes,0
3002,Yes,1999,23,Male,Yes,Yes,3
3003,Yes,1997,64,Male,Yes,No,0
3004,Yes,2001,26,Male,No,Yes,0
3005,Yes,1999,19,Male,Yes,Yes,1
3006,Yes,1999,18,Male,Yes,Yes,4
3007,Yes,1999,21,Male,Yes,Yes,0
3008,Yes,1999,19,Male,Yes,No,2
3009,Yes,1998,27,Male,Yes,Yes,1
3010,Yes,2001,22,Male,Yes,Yes,3
3011,Yes,2000,24,Male,Yes,Yes,2
3012,No,2002,34,Male,Yes,No,4
3013,Yes,1998,17,Female,Yes,Yes,0
3014,Yes,2000,16,Male,Yes,Yes,1
3015,Yes,1999,17,Female,Yes,Yes,2
3016,Yes,1997,21,Male,No,Yes,0
3017,Yes,1999,36,Male,Yes,Yes,1
3018,Yes,2001,21,Male,Yes,Yes,3
3019,Yes,1998,32,Male,Yes,No,3
3020,Yes,1997,47,Male,No,No,0
3021,Yes,2001,43,Male,No,Yes,5
3022,Yes,1997,14,Male,Yes,Yes,0
3023,Yes,1999,19,Male,Yes,Yes,5
3024,Yes,2000,22,Male,Yes,Yes,2
3025,Yes,1998,24,Male,Yes,Yes,0
3026,Yes,2001,23,Male,Yes,Yes,3
3027,No,1999,19,Male,No,Yes,3
3028,Yes,2001,22,Male,Yes,Yes,2
3029,Yes,2001,15,Male,Yes,Yes,1
3030,Yes,2001,21,Male,Yes,Yes,3
3031,Yes,2001,29,Male,Yes,Yes,3
3032,No,1998,17,Female,Yes,Yes,4
3033,Yes,2001,35,Male,No,Yes,2
3034,No,1998,28,Male,No,Yes,0
3035,No,1999,37,Male,Yes,Yes,2
3036,Yes,2001,21,Female,No,Yes,0
3037,No,1999,21,Male,No,Yes,4
3038,Yes,1998,20,Male,Yes,Yes,4
3039,No,2001,14,Male,Yes,Yes,3
3040,No,1998,28,Female,No,Yes,3
3041,Yes,2001,23,Male,Yes,Yes,1
3042,Yes,2002,22,Male,No,Yes,0
3043,No,2001,19,Male,No,Yes,4
3044,Yes,1999,20,Male,No,Yes,3
3045,Yes,2001,19,Male,Yes,Yes,0
3046,Yes,2000,19,Male,Yes,Yes,2
3047,Yes,2001,17,Male,Yes,Yes,0
3048,Yes,2001,20,Male,Yes,Yes,0
3049,Yes,1999,22,Male,No,Yes,3
3050,Yes,1998,24,Male,Yes,Yes,0
3051,Yes,2000,29,Female,Yes,Yes,5
3052,No,1999,21,Male,Yes,Yes,1
3053,Yes,2002,22,Male,Yes,Yes,4
3054,Yes,1997,21,Male,Yes,No,1
3055,Yes,2000,29,Male,Yes,Yes,2
3056,Yes,2001,17,Male,Yes,Yes,0
3057,Yes,2001,15,Male,Yes,Yes,0
3058,Yes,2001,15,Male,Yes,Yes,1
3059,Yes,2001,19,Male,No,Yes,3
3060,Yes,1997,26,Male,Yes,Yes,0
3061,Yes,1999,22,Male,Yes,Yes,3
3062,Yes,2001,25,Male,Yes,Yes,0
3063,Yes,2002,15,Male,Yes,Yes,0
3064,No,1997,30,Male,No,No,3
3065,No,2001,33,Male,Yes,Yes,4
3066,No,1999,23,Male,No,Yes,0
3067,No,2002,19,Male,Yes,Yes,4
3068,Yes,1998,18,Male,Yes,Yes,0
3069,Yes,2001,23,Male,Yes,Yes,0
3070,Yes,1998,17,Male,Yes,Yes,0
3071,Yes,1998,41,Male,Yes,Yes,3
3072,Yes,2000,30,Male,Yes,Yes,0
3073,Yes,1998,24,Male,Yes,Yes,0
3074,Yes,1999,18,Male,No,Yes,4
3075,Yes,2001,46,Male,No,Yes,1
3076,Yes,1999,17,Female,Yes,Yes,0
3077,No,1998,20,Male,No,Yes,0
3078,No,1997,35,Male,Yes,No,2
3079,Yes,1999,34,Male,No,Yes,4
3080,Yes,2000,19,Male,Yes,Yes,0
3081,Yes,1999,37,Male,Yes,Yes,0
3082,Yes,1999,19,Male,Yes,Yes,0
3083,Yes,1999,15,Male,Yes,Yes,0
3084,Yes,1998,18,Male,Yes,Yes,0
3085,Yes,1998,14,Male,Yes,Yes,3
3086,Yes,1997,23,Male,Yes,No,3
3087,Yes,1998,16,Female,Yes,Yes,4
3088,No,1998,16,Male,Yes,No,2
3089,Yes,1997,21,Male,Yes,Yes,2
3090,No,1999,18,Male,Yes,Yes,0
3091,Yes,1998,25,Male,Yes,Yes,4
3092,Yes,1998,36,Female,Yes,Yes,1
3093,Yes,1999,25,Male,Yes,Yes,4
3094,No,2000,19,Male,No,No,4
3095,No,1997,16,Male,No,Yes,3
3096,No,1998,20,Male,Yes,Yes,4
3097,Yes,1997,16,Male,Yes,No,0
3098,Yes,2002,23,Male,No,Yes,3
3099,Yes,2000,31,Male,Yes,Yes,0
3100,No,2000,19,Male,No,Yes,4
3101,Yes,1999,33,Male,No,No,3
3102,No,1999,19,Male,Yes,No,4
3103,Yes,2000,17,Female,Yes,Yes,1
3104,Yes,2001,21,Male,Yes,Yes,3
3105,Yes,2000,24,Male,Yes,Yes,0
3106,Yes,2001,26,Female,Yes,Yes,0
3107,Yes,2001,37,Male,Yes,No,2
3108,Yes,1998,21,Male,No,Yes,1
3109,Yes,2000,20,Male,Yes,No,1
3110,No,2000,44,Male,Yes,Yes,0
3111,No,2000,21,Male,No,Yes,4
3112,Yes,1999,18,Male,Yes,Yes,0
3113,Yes,1997,39,Male,No,Yes,2
3114,Yes,1998,22,Male,Yes,Yes,1
3115,Yes,2001,16,Male,Yes,Yes,4
3116,No,2002,20,Male,Yes,No,3
3117,Yes,2001,38,Female,No,Yes,3
3118,Yes,2001,40,Male,Yes,Yes,4
3119,Yes,2000,20,Female,Yes,Yes,2
3120,Yes,2000,31,Male,Yes,Yes,2
3121,Yes,2000,17,Male,Yes,Yes,0
3122,Yes,2000,20,Male,Yes,Yes,0
3123,Yes,1998,33,Male,Yes,Yes,1
3124,No,2001,39,Male,Yes,No,6
3125,Yes,2001,18,Male,No,Yes,1
3126,Yes,2000,23,Male,Yes,Yes,1
3127,Yes,1999,19,Female,No,Yes,0
3128,Yes,1999,30,Male,Yes,Yes,3
3129,Yes,1997,20,Male,Yes,Yes,4
3130,Yes,2001,30,Male,No,Yes,1
3131,Yes,2001,47,Male,Yes,Yes,0
3132,No,1999,28,Male,Yes,Yes,0
3133,Yes,1998,15,Male,Yes,Yes,3
3134,Yes,1997,21,Male,Yes,No,0
3135,No,1997,16,Male,No,No,0
3136,Yes,1997,17,Male,Yes,No,0
3137,Yes,1998,16,Female,Yes,Yes,0
3138,Yes,2000,16,Male,No,Yes,2
3139,Yes,2000,22,Male,Yes,Yes,4
3140,Yes,2002,16,Male,Yes,Yes,1
3141,No,2001,40,Male,Yes,Yes,2
3142,Yes,2000,16,Female,Yes,Yes,0
3143,Yes,1999,36,Male,Yes,Yes,3
3144,Yes,2000,14,Male,Yes,Yes,0
3145,Yes,2000,26,Male,Yes,Yes,0
3146,Yes,1999,30,Male,Yes,Yes,2
3147,Yes,2000,17,Male,Yes,Yes,3
3148,Yes,2000,19,Male,No,Yes,0
3149,No,1997,19,Male,Yes,Yes,3
3150,Yes,2001,21,Male,No,Yes,4
3151,Yes,2001,27,Male,Yes,Yes,4
3152,Yes,1999,29,Male,No,Yes,4
3153,Yes,1998,23,Male,Yes,Yes,0
3154,Yes,2001,15,Male,Yes,Yes,0
3155,Yes,2000,23,Male,Yes,Yes,4
3156,Yes,2001,23,Male,Yes,Yes,2
3157,Yes,2000,33,Male,Yes,Yes,0
3158,Yes,1997,20,Male,Yes,No,3
3159,No,2001,20,Male,Yes,Yes,0
3160,Yes,1999,26,Male,Yes,Yes,2
3161,Yes,2001,17,Female,Yes,Yes,0
3162,No,2001,16,Male,Yes,No,1
3163,Yes,2000,26,Male,Yes,Yes,2
3164,Yes,1998,15,Male,Yes,Yes,4
3165,No,1997,24,Male,Yes,No,0
3166,Yes,1998,18,Male,Yes,Yes,0
3167,Yes,2000,18,Male,Yes,Yes,4
3168,Yes,1997,20,Male,Yes,Yes,1
3169,Yes,1999,18,Male,Yes,Yes,4
3170,Yes,2000,18,Male,Yes,Yes,0
3171,Yes,2000,20,Male,Yes,Yes,4
3172,Yes,1999,39,Female,Yes,Yes,0
3173,Yes,2001,16,Male,Yes,Yes,4
3174,Yes,1999,24,Male,Yes,Yes,4
3175,Yes,1997,40,Male,Yes,No,3
3176,No,2002,20,Male,No,Yes,3
3177,Yes,2000,19,Male,No,Yes,2
3178,Yes,2001,14,Male,Yes,Yes,2
3179,Yes,1999,18,Female,No,Yes,3
3180,Yes,1999,20,Male,Yes,No,2
3181,Yes,2001,16,Male,Yes,Yes,0
3182,Yes,2000,28,Male,Yes,Yes,0
3183,No,2000,33,Male,Yes,Yes,3
3184,Yes,1998,15,Male,Yes,Yes,0
3185,No,1998,24,Male,No,Yes,3
3186,Yes,2000,15,Male,Yes,Yes,0
3187,Yes,1998,17,Male,Yes,Yes,0
3188,No,1999,28,Male,Yes,Yes,3
3189,Yes,1999,20,Male,No,Yes,4
3190,Yes,2001,16,Male,Yes,Yes,3
3191,Yes,2001,20,Male,Yes,Yes,2
3192,No,2001,23,Male,Yes,Yes,2
3193,No,2000,23,Male,No,Yes,4
3194,Yes,2001,34,Male,Yes,Yes,0
3195,Yes,1999,21,Male,Yes,Yes,0
3196,Yes,2001,26,Male,Yes,Yes,0
3197,No,1998,19,Male,No,No,3
3198,No,1999,37,Female,No,Yes,3
3199,Yes,2001,20,Male,Yes,Yes,3
3200,Yes,2001,25,Male,No,Yes,2
3201,Yes,1999,20,Male,Yes,Yes,0
3202,Yes,2000,19,Male,Yes,Yes,3
3203,Yes,1999,20,Male,Yes,Yes,0
3204,Yes,2000,19,Male,Yes,Yes,1
3205,Yes,2001,20,Male,Yes,Yes,1
3206,No,1999,21,Male,Yes,Yes,4
3207,No,2002,24,Male,No,Yes,3
3208,Yes,1998,21,Male,Yes,Yes,0
3209,Yes,2002,21,Male,No,Yes,1
3210,Yes,1997,29,Male,No,No,2
3211,Yes,1998,22,Male,Yes,No,1
3212,No,1997,27,Male,Yes,No,0
3213,No,1999,21,Male,Yes,Yes,2
3214,Yes,2001,18,Male,Yes,Yes,3
3215,Yes,1999,33,Male,Yes,Yes,3
3216,Yes,1997,16,Male,No,No,0
3217,No,1999,19,Male,Yes,Yes,3
3218,Yes,2001,16,Male,Yes,Yes,1
3219,Yes,1997,18,Female,Yes,No,0
3220,Yes,2002,18,Male,Yes,Yes,1
3221,Yes,2001,17,Male,Yes,Yes,1
3222,No,1997,19,Male,No,No,4
3223,Yes,1997,20,Female,Yes,No,0
3224,Yes,1997,15,Male,Yes,No,0
3225,Yes,2000,18,Male,Yes,Yes,0
3226,Yes,1999,23,Male,Yes,No,2
3227,Yes,2000,16,Male,Yes,Yes,0
3228,Yes,2001,21,Male,No,Yes,0
3229,Yes,1998,19,Male,No,Yes,4
3230,No,1999,15,Male,Yes,Yes,5
3231,Yes,1999,19,Male,Yes,Yes,0
3232,Yes,2000,16,Male,Yes,No,0
3233,Yes,2000,21,Male,Yes,Yes,1
3234,Yes,2002,20,Male,No,No,4
3235,Yes,1999,29,Male,Yes,Yes,0
3236,Yes,1999,24,Male,Yes,Yes,2
3237,Yes,2001,17,Male,Yes,Yes,0
3238,Yes,2000,20,Male,Yes,Yes,3
3239,Yes,1999,29,Male,Yes,Yes,0
3240,Yes,2000,28,Male,Yes,Yes,3
3241,No,1998,22,Male,Yes,Yes,0
3242,Yes,2000,21,Male,Yes,Yes,2
3243,Yes,1998,19,Male,Yes,Yes,2
3244,No,1999,25,Male,No,Yes,2
3245,Yes,1998,38,Male,Yes,Yes,0
3246,Yes,1998,25,Male,Yes,Yes,1
3247,Yes,2001,17,Male,Yes,Yes,0
3248,Yes,1999,16,Male,Yes,Yes,1
3249,No,2000,19,Male,No,No,4
3250,Yes,2000,17,Male,Yes,Yes,1
3251,Yes,2000,21,Male,Yes,Yes,0
3252,Yes,1999,17,Female,Yes,Yes,0
3253,Yes,1998,22,Female,Yes,Yes,0
3254,No,2000,17,Male,Yes,Yes,4
3255,Yes,2001,20,Male,No,No,1
3256,Yes,1999,17,Male,Yes,Yes,2
3257,Yes,1998,30,Male,Yes,Yes,3
3258,Yes,1998,22,Male,Yes,Yes,0
3259,No,1999,16,Male,No,Yes,4
3260,Yes,1997,17,Male,Yes,Yes,1
3261,Yes,2000,23,Male,Yes,Yes,0
3262,No,2000,21,Male,Yes,Yes,1
3263,No,1998,16,Male,No,Yes,4
3264,Yes,2001,24,Male,Yes,Yes,4
3265,Yes,1999,18,Male,Yes,Yes,0
3266,Yes,2000,21,Male,No,Yes,0
3267,Yes,1997,27,Male,Yes,Yes,2
3268,Yes,1999,17,Male,Yes,Yes,0
3269,No,1999,19,Male,No,Yes,4
3270,Yes,2001,38,Male,No,Yes,3
3271,Yes,1998,19,Male,Yes,Yes,2
3272,No,2001,26,Male,No,No,2
3273,Yes,2000,31,Male,Yes,Yes,4
3274,Yes,1997,21,Male,No,No,4
3275,Yes,1999,19,Male,Yes,No,1
3276,Yes,1999,17,Male,Yes,Yes,0
3277,Yes,1999,20,Male,Yes,Yes,0
3278,No,2000,21,Male,No,Yes,5
3279,Yes,2000,24,Male,Yes,Yes,3
3280,Yes,1999,24,Male,Yes,Yes,5
3281,Yes,2001,17,Male,No,Yes,1
3282,Yes,1999,48,Male,No,Yes,4
3283,Yes,1999,24,Male,Yes,Yes,0
3284,Yes,2000,16,Male,Yes,Yes,1
3285,No,1997,17,Male,No,No,4
3286,No,2001,18,Female,Yes,Yes,0
3287,No,2001,18,Female,Yes,Yes,0
3288,Yes,2001,19,Male,Yes,Yes,0
3289,Yes,2001,20,Male,Yes,Yes,2
3290,Yes,2000,47,Male,Yes,Yes,1
3291,Yes,1997,44,Male,No,No,3
3292,No,1999,22,Male,No,Yes,3
3293,Yes,1998,19,Female,Yes,Yes,0
3294,Yes,2002,24,Male,No,Yes,4
3295,Yes,1997,26,Male,Yes,No,0
3296,No,2001,40,Female,No,Yes,4
3297,Yes,2000,19,Female,Yes,Yes,3
3298,Yes,2001,25,Male,Yes,Yes,3
3299,Yes,1998,31,Male,Yes,Yes,3
3300,Yes,1998,24,Male,Yes,Yes,0
3301,Yes,2000,22,Male,No,Yes,2
3302,Yes,2001,19,Male,Yes,Yes,0
3303,Yes,1999,22,Male,Yes,Yes,3
3304,No,2000,28,Male,Yes,Yes,4
3305,Yes,1999,23,Male,No,Yes,3
3306,Yes,2000,18,Male,Yes,Yes,1
3307,Yes,1997,26,Male,Yes,No,4
3308,Yes,2001,18,Male,Yes,Yes,3
3309,No,2001,19,Male,Yes,Yes,2
3310,No,1999,43,Male,No,Yes,4
3311,Yes,2001,20,Male,Yes,Yes,1
3312,Yes,1998,22,Male,Yes,Yes,0
3313,Yes,1999,19,Male,Yes,Yes,0
3314,Yes,2000,22,Female,Yes,Yes,0
3315,Yes,2000,18,Male,Yes,Yes,0
3316,Yes,1999,21,Male,Yes,Yes,0
3317,Yes,2000,27,Male,Yes,Yes,2
3318,No,2002,27,Male,Yes,Yes,4
3319,Yes,1999,33,Male,Yes,Yes,3
3320,Yes,2000,25,Male,Yes,Yes,4
3321,Yes,2001,26,Male,Yes,Yes,2
3322,Yes,1998,18,Male,Yes,Yes,2
3323,Yes,1999,34,Male,Yes,Yes,5
3324,Yes,1997,19,Male,Yes,Yes,2
3325,Yes,2000,17,Male,Yes,Yes,2
3326,Yes,1998,15,Female,Yes,Yes,0
3327,Yes,2000,26,Male,Yes,No,1
3328,No,1999,32,Male,No,Yes,2
3329,Yes,1999,18,Male,Yes,No,0
3330,Yes,1999,35,Male,Yes,Yes,3
3331,Yes,1997,22,Female,Yes,Yes,0
3332,Yes,1997,51,Male,No,No,3
3333,Yes,1999,33,Male,Yes,Yes,0
3334,Yes,2001,17,Male,Yes,Yes,1
3335,Yes,1999,19,Male,No,Yes,4
3336,Yes,1998,19,Female,Yes,Yes,0
3337,Yes,1998,22,Male,Yes,No,0
3338,Yes,2001,20,Male,No,Yes,0
3339,No,1998,20,Male,Yes,Yes,2
3340,Yes,2000,15,Male,Yes,Yes,4
3341,Yes,2002,26,Male,Yes,Yes,1
3342,Yes,1997,27,Female,Yes,Yes,0
3343,No,1999,16,Male,Yes,Yes,0
3344,Yes,2000,20,Female,Yes,Yes,0
3345,Yes,1999,27,Male,Yes,Yes,2
3346,Yes,1999,18,Female,No,Yes,0
3347,No,1999,23,Male,No,Yes,3
3348,Yes,1999,20,Male,Yes,Yes,2
3349,Yes,2002,32,Male,Yes,Yes,1
3350,Yes,1999,24,Male,Yes,Yes,0
3351,Yes,1998,18,Male,No,Yes,4
3352,Yes,2001,23,Male,Yes,Yes,4
3353,Yes,2000,20,Male,Yes,Yes,1
3354,Yes,2000,40,Male,Yes,Yes,0
3355,Yes,2001,61,Male,Yes,Yes,3
3356,Yes,1998,23,Male,Yes,Yes,3
3357,Yes,2000,49,Male,Yes,Yes,3
3358,Yes,1999,19,Male,Yes,Yes,0
3359,Yes,2001,23,Male,Yes,Yes,2
3360,No,1998,18,Male,Yes,Yes,5
3361,Yes,2000,32,Male,No,Yes,2
3362,Yes,2001,17,Male,Yes,Yes,0
3363,No,1997,22,Male,No,No,1
3364,Yes,1999,16,Female,Yes,Yes,0
3365,Yes,2002,15,Male,Yes,Yes,0
3366,Yes,2001,45,Male,No,Yes,4
3367,Yes,2000,21,Male,No,Yes,1
3368,Yes,1999,18,Male,No,Yes,1
3369,Yes,2001,22,Male,Yes,Yes,0
3370,Yes,1999,24,Male,Yes,Yes,0
3371,Yes,2000,19,Male,No,Yes,0
3372,Yes,2000,20,Male,Yes,Yes,2
3373,Yes,1999,30,Male,Yes,Yes,0
3374,Yes,2000,21,Male,Yes,Yes,0
3375,No,1999,43,Male,No,Yes,3
3376,Yes,1999,28,Male,Yes,Yes,4
3377,Yes,2000,39,Male,No,Yes,0
3378,Yes,2001,21,Male,Yes,Yes,0
3379,Yes,2000,17,Male,Yes,Yes,1
3380,Yes,2002,19,Male,Yes,Yes,3
3381,Yes,1998,23,Male,No,Yes,2
3382,Yes,2001,41,Male,Yes,Yes,0
3383,Yes,2001,21,Male,Yes,No,0
3384,Yes,2000,22,Male,Yes,Yes,3
3385,Yes,2001,19,Male,Yes,Yes,0
3386,Yes,1999,25,Male,Yes,Yes,0
3387,Yes,1998,35,Male,Yes,Yes,3
3388,Yes,2001,21,Male,Yes,Yes,5
3389,Yes,2001,26,Male,Yes,Yes,3
3390,Yes,2001,25,Male,Yes,Yes,1
3391,Yes,2000,20,Female,Yes,Yes,0
3392,Yes,2001,30,Male,No,No,3
3393,Yes,1999,19,Male,Yes,Yes,2
3394,Yes,1997,25,Male,Yes,Yes,4
3395,Yes,2000,20,Male,Yes,Yes,0
3396,Yes,2000,20,Female,Yes,Yes,0
3397,Yes,1998,18,Male,Yes,Yes,5
3398,Yes,1998,23,Male,No,Yes,2
3399,Yes,1999,29,Male,Yes,Yes,2
3400,Yes,2001,18,Male,Yes,Yes,2
3401,No,2001,25,Male,Yes,No,0
3402,Yes,1998,23,Male,Yes,Yes,0
3403,Yes,1999,23,Male,Yes,Yes,0
3404,Yes,2001,18,Male,Yes,Yes,2
3405,No,1998,21,Male,No,Yes,4
3406,Yes,1999,20,Male,Yes,No,0
3407,No,1999,27,Male,Yes,Yes,2
3408,Yes,1999,20,Male,No,Yes,4
3409,Yes,1997,20,Male,Yes,Yes,1
3410,Yes,1999,28,Male,Yes,Yes,4
3411,Yes,2000,42,Male,Yes,Yes,4
3412,No,1999,24,Male,Yes,Yes,4
3413,Yes,2002,16,Male,Yes,No,0
3414,Yes,2000,24,Male,Yes,Yes,0
3415,Yes,2000,18,Male,Yes,Yes,0
3416,Yes,1998,27,Female,Yes,Yes,0
3417,Yes,1999,30,Male,Yes,Yes,4
3418,No,1998,22,Male,Yes,Yes,3
3419,Yes,2001,26,Male,Yes,Yes,0
3420,Yes,2002,18,Male,Yes,Yes,2
3421,Yes,2000,24,Male,Yes,Yes,0
3422,Yes,1998,26,Male,Yes,Yes,1
3423,No,2001,31,Male,Yes,Yes,4
3424,Yes,2000,19,Male,Yes,Yes,3
3425,Yes,1999,19,Male,Yes,Yes,1
3426,Yes,2000,28,Female,Yes,Yes,1
3427,Yes,1998,20,Male,Yes,Yes,3
3428,Yes,2000,23,Male,Yes,No,4
3429,No,2000,16,Male,Yes,Yes,3
3430,Yes,2002,21,Male,No,No,1
3431,Yes,2001,17,Male,No,Yes,4
3432,Yes,1998,14,Male,No,Yes,1
3433,No,2001,15,Male,No,No,4
3434,Yes,1999,17,Male,Yes,Yes,3
3435,Yes,1999,25,Male,Yes,Yes,0
3436,Yes,1999,21,Female,Yes,Yes,0
3437,Yes,2001,18,Male,Yes,Yes,0
3438,Yes,2001,25,Male,Yes,Yes,3
3439,Yes,1997,27,Male,Yes,No,0
3440,Yes,2000,34,Male,No,Yes,4
3441,Yes,2000,25,Male,Yes,Yes,0
3442,Yes,2000,15,Male,Yes,Yes,0
3443,Yes,1999,43,Male,No,Yes,5
3444,Yes,2001,17,Male,Yes,Yes,3
3445,Yes,2000,24,Male,Yes,Yes,0
3446,Yes,2000,29,Female,Yes,Yes,0
3447,Yes,1998,17,Female,Yes,Yes,3
3448,Yes,1998,23,Male,Yes,Yes,4
3449,Yes,1999,19,Male,Yes,No,6
3450,Yes,2000,37,Male,Yes,Yes,0
3451,Yes,1999,43,Male,No,Yes,3
3452,Yes,1997,34,Male,Yes,Yes,2
3453,Yes,1999,45,Male,Yes,Yes,2
3454,Yes,2002,15,Male,Yes,Yes,0
3455,Yes,2000,21,Male,Yes,Yes,2
3456,Yes,2000,18,Male,Yes,Yes,0
3457,Yes,2001,19,Male,Yes,Yes,1
3458,Yes,1998,44,Male,No,Yes,0
3459,Yes,1997,17,Male,Yes,No,0
3460,Yes,1998,15,Female,Yes,Yes,3
3461,Yes,1999,19,Male,Yes,Yes,2
3462,Yes,1999,38,Female,Yes,Yes,4
3463,Yes,2000,18,Male,Yes,Yes,0
3464,No,2001,21,Male,No,Yes,3
3465,No,2001,15,Male,Yes,Yes,2
3466,Yes,2000,21,Female,Yes,Yes,0
3467,Yes,1998,17,Male,Yes,Yes,2
3468,Yes,1998,22,Male,Yes,Yes,4
3469,Yes,1999,25,Male,No,Yes,3
3470,Yes,2000,18,Male,Yes,Yes,0
3471,Yes,2000,18,Female,Yes,Yes,0
3472,No,2001,30,Male,Yes,Yes,0
3473,Yes,1997,27,Male,Yes,Yes,1
3474,Yes,2000,14,Male,Yes,Yes,1
3475,Yes,1997,23,Male,Yes,No,4
3476,Yes,2001,44,Male,Yes,No,3
3477,Yes,1998,28,Male,Yes,Yes,2
3478,Yes,1999,19,Male,Yes,Yes,2
3479,Yes,2001,24,Male,Yes,Yes,1
3480,Yes,2001,20,Male,Yes,Yes,0
3481,Yes,1998,22,Male,Yes,Yes,0
3482,Yes,1999,18,Male,Yes,Yes,2
3483,Yes,1999,22,Male,Yes,No,3
3484,Yes,2001,24,Male,No,Yes,4
3485,Yes,2001,16,Male,Yes,Yes,0
3486,Yes,1998,40,Male,Yes,Yes,5
3487,Yes,2000,17,Male,No,Yes,2
3488,Yes,1998,18,Male,Yes,Yes,2
3489,Yes,1999,17,Male,Yes,Yes,0
3490,Yes,1998,36,Male,No,Yes,1
3491,Yes,1998,36,Male,No,Yes,3
3492,No,2001,47,Female,No,No,2
3493,No,2001,37,Male,Yes,Yes,3
3494,Yes,1998,36,Male,Yes,Yes,4
3495,Yes,1999,17,Male,Yes,Yes,0
3496,Yes,2001,14,Male,Yes,Yes,0
3497,Yes,1998,34,Male,Yes,Yes,5
3498,Yes,1999,19,Male,Yes,Yes,1
3499,Yes,2001,20,Male,Yes,No,2
3500,Yes,1998,27,Male,Yes,Yes,3
3501,Yes,1998,38,Male,No,Yes,1
3502,No,2001,48,Male,Yes,Yes,3
3503,Yes,2001,16,Male,Yes,Yes,3
3504,Yes,1998,35,Male,Yes,Yes,2
3505,No,1999,39,Male,No,Yes,0
3506,Yes,2001,16,Male,Yes,Yes,0
3507,Yes,1999,37,Male,Yes,Yes,0
3508,Yes,2001,21,Male,Yes,Yes,3
3509,Yes,1999,37,Male,Yes,Yes,3
3510,No,1998,37,Male,Yes,No,0
3511,No,1997,24,Male,No,No,3
3512,Yes,1997,19,Male,Yes,Yes,4
3513,Yes,1997,19,Male,Yes,No,0
3514,Yes,1999,31,Male,Yes,Yes,1
3515,Yes,1998,49,Male,Yes,Yes,0
3516,Yes,2002,22,Male,Yes,Yes,0
3517,Yes,1999,27,Male,No,Yes,4
3518,Yes,2000,23,Male,Yes,Yes,2
3519,No,1997,30,Male,No,Yes,2
3520,Yes,1998,20,Male,Yes,Yes,1
3521,No,2000,16,Male,Yes,Yes,0
3522,Yes,1999,23,Male,Yes,Yes,0
3523,No,1998,26,Male,Yes,Yes,1
3524,Yes,1999,21,Male,No,Yes,3
3525,Yes,1997,19,Male,No,Yes,2
3526,No,1999,17,Male,Yes,Yes,1
3527,Yes,2000,17,Male,Yes,Yes,0
3528,No,1999,20,Male,Yes,Yes,4
3529,Yes,1998,41,Male,Yes,Yes,2
3530,Yes,1998,36,Male,Yes,Yes,0
3531,Yes,2001,24,Male,Yes,Yes,2
3532,No,1998,23,Male,Yes,Yes,3
3533,Yes,2000,15,Male,Yes,Yes,0
3534,Yes,2002,18,Male,Yes,Yes,0
3535,Yes,2001,21,Male,Yes,Yes,3
3536,Yes,2002,25,Male,Yes,Yes,0
3537,Yes,2001,36,Male,Yes,Yes,3
3538,Yes,2001,44,Male,Yes,Yes,1
3539,Yes,1999,15,Male,Yes,Yes,1
3540,Yes,2002,21,Male,No,Yes,2
3541,Yes,1998,15,Male,Yes,Yes,0
3542,Yes,2000,16,Female,Yes,Yes,1
